FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine2,AddressLine3,AddressLine4,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores/Hygiene,Scores/Structural,Scores/ConfidenceInManagement,SchemeType,NewRatingPending,Geocode/Longitude,Geocode/Latitude,RatingDate/_xsi:nil,AddressLine1
99769,3172,Crossroads Centre,Restaurant/Cafe/Canteen,1,71a Liverpool Road,Crosby,Sefton Council,L23 5SE,5,fhrs_5_en-GB,2019-01-22,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,5,FHRS,False,-3.02501200000000,53.49131500000000,,The Crossroads Centre
102154,3376,Crown Hotel,Pub/bar/nightclub,7843,304 Liverpool Road,Birkdale,Merseyside,PR8 3BZ,5,fhrs_5_en-GB,2018-07-03,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.01741400000000,53.61580200000000,,
100942,3273,Croziers of Birkdale,Takeaway/sandwich shop,7844,13a Liverpool Road,Birkdale,Sefton Council,PR8 4AR,5,fhrs_5_en-GB,2018-11-20,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,5,FHRS,False,-3.01369100000000,53.63392800000000,,
102361,3393,Crusty Cob,Retailers - other,4613,32 Liverpool Road,Lydiate,Merseyside,L31 2LZ,5,fhrs_5_en-GB,2018-07-03,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,5,FHRS,False,-2.94563300000000,53.52287300000000,,
1229165,35013,Cupcakes by Beccy,Other catering premises,7841,,,,,AwaitingInspection,fhrs_awaitinginspection_en-GB,,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,true,
131819,6340,Curry Hut,Takeaway/sandwich shop,7844,72A Tulketh Street,Southport,Merseyside,PR8 1BX,AwaitingInspection,fhrs_awaitinginspection_en-GB,,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,True,-3.00143800000000,53.64467400000000,true,
658709,165848,Da Mount Gurkha,Takeaway/sandwich shop,7844,71 Crosby Road North,Waterloo,Sefton Council,L22 4QD,5,fhrs_5_en-GB,2019-09-05,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-3.02377100000000,53.48047600000000,,
148810,9434,Dace,Restaurant/Cafe/Canteen,1,132-134 College Road,Crosby,Sefton Council,L23 3DP,4,fhrs_4_en-GB,2019-11-07,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,10,5,5,FHRS,False,-3.03260600000000,53.48626100000000,,
79016,19,Daffodil Lodge Care Home,Hospitals/Childcare/Caring Premises,5,7-9 Albany Road,Southport,Merseyside,PR9 0JE,5,fhrs_5_en-GB,2019-11-06,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-2.99898600000000,53.65676600000000,,
636352,1564,Daily Mart,Retailers - other,4613,70 Duke Street,Southport,Merseyside,PR8 1JE,3,fhrs_3_en-GB,2019-12-09,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,10,10,FHRS,False,-3.00766400000000,53.63995600000000,,
930417,169587,Daily Shop,Retailers - other,4613,39 Ford Lane,Litherland,Sefton Council,L21 0HG,5,fhrs_5_en-GB,2018-11-21,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-3.00088600000000,53.48134400000000,,
537898,163082,Daily Stop,Retailers - other,4613,8 Pendle View,Litherland,Merseyside,L21 0JF,4,fhrs_4_en-GB,2018-10-03,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,10,FHRS,False,-2.99312500000000,53.48838400000000,,
447983,8341,Daily Stop,Retailers - other,4613,73-75 Manchester Road,Southport,Sefton Council,PR9 9BN,5,fhrs_5_en-GB,2019-04-03,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-2.99275700000000,53.64991400000000,,
735518,167207,Daisy's Delights,Retailers - other,4613,139 Knowsley Road,Bootle,Sefton Council,L20 4NJ,5,fhrs_5_en-GB,2017-11-21,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-3.00138900000000,53.45982000000000,,
445797,165053,Dale Acre Mini Market,Retailers - other,4613,39 Dale Acre Drive,Netherton,Sefton Council,L30 2QQ,4,fhrs_4_en-GB,2018-07-04,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,10,FHRS,False,-2.98882100000000,53.48671200000000,,
111079,4061,Dale Park - HC-One,Hospitals/Childcare/Caring Premises,5,221 Meols Cop Road,Southport,Merseyside,PR8 6JU,5,fhrs_5_en-GB,2019-12-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-2.97218500000000,53.63822700000000,,
133544,6636,Dalemain House,Hospitals/Childcare/Caring Premises,5,19 Westcliffe Road,Birkdale,Merseyside,PR8 2BL,5,fhrs_5_en-GB,2019-04-26,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.02121300000000,53.63854700000000,,
1058707,139652,Damfield Gardens Care Home,Hospitals/Childcare/Caring Premises,5,Damfield Lane,Maghull,,L31 6FB,5,fhrs_5_en-GB,2020-01-08,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.94064903259277,53.51102828979490,,
1134117,176099,Daria Foods,Retailers - supermarkets/hypermarkets,7840,50-56 Stanley Road,Bootle,Sefton Council,L20 7DA,4,fhrs_4_en-GB,2019-06-24,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,10,FHRS,False,-2.98895788192749,53.44404983520510,,
1125062,4923,Davey's Chemist,Retailers - other,4613,69 Randall Drive,Netherton,Sefton Council,L30 2PB,Exempt,fhrs_exempt_en-GB,2018-08-07,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-2.99384903907776,53.48392105102540,,
1125054,4158,Day Lewis Pharmacy,Retailers - other,4613,11 Molyneux Way,Aintree,Merseyside,L10 2JA,Exempt,fhrs_exempt_en-GB,2018-08-07,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-2.94894030000000,53.48544400000000,,
1125077,6223,Day Lewis Pharmacy,Retailers - other,4613,3 The Crescent,Thornton,Sefton Council,L23 4TA,Exempt,fhrs_exempt_en-GB,2018-08-07,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-3.00591190000000,53.49957520000000,,
1125083,6876,Day Lewis Pharmacy,Retailers - other,4613,5 The Crescent,Bootle,Merseyside,L20 0DX,Exempt,fhrs_exempt_en-GB,2018-08-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-2.97634260000000,53.46384710000000,,
1255677,60515,Day to Remember,Retailers - other,4613,17 Litherland Road,Bootle,Sefton Council,L20 3BY,AwaitingInspection,fhrs_awaitinginspection_en-GB,,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-2.98742580000000,53.44942790000000,true,
545730,54759,Debz Cakes,Other catering premises,7841,,,,,5,fhrs_5_en-GB,2019-09-05,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,,,,
740741,160671,Deli Volare,Restaurant/Cafe/Canteen,1,607 Lord Street,Southport,Sefton Council,PR9 0AN,5,fhrs_5_en-GB,2018-09-17,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-3.00036200000000,53.65163900000000,,
1025205,78239,Delicious by Linzi,Other catering premises,7841,,,,,5,fhrs_5_en-GB,2018-02-01,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,,,,
1221137,2062,Delicious Dinner,Restaurant/Cafe/Canteen,1,277 Hawthorne Road,Bootle,Sefton Council,L20 3AP,AwaitingInspection,fhrs_awaitinginspection_en-GB,,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-2.98357110000000,53.45073610000000,true,
1170896,167841,Delish,Restaurant/Cafe/Canteen,1,44 Brows Lane,Formby,Sefton Council,L37 4ED,5,fhrs_5_en-GB,2019-11-05,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.06371120000000,53.55599740000000,,
144446,8312,Delizzis,Restaurant/Cafe/Canteen,1,41 Tulketh Street,Southport,Merseyside,PR8 1AG,4,fhrs_4_en-GB,2019-07-11,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,10,FHRS,False,-3.00393200000000,53.64586600000000,,
352450,1485,Devonshire Club,Pub/bar/nightclub,7843,31A Devonshire Road,Southport,Merseyside,PR9 7BZ,5,fhrs_5_en-GB,2018-02-19,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.96376100000000,53.65017800000000,,
67691,1512,Deyes High School,School/college/university,7845,Deyes Lane,Maghull,Sefton Council,L31 6DE,5,fhrs_5_en-GB,2019-01-28,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,0,FHRS,False,-2.93994900000000,53.51277900000000,,Deyes High School
148489,9357,Dine Contract Catering Ltd,Restaurant/Cafe/Canteen,1,Dunnings Bridge Road,Netherton,Merseyside,L30 6TG,5,fhrs_5_en-GB,2018-09-12,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-2.96171500000000,53.48572000000000,,Allied Bakeries Central Sales
735556,5865,Discount  Store,Retailers - other,4613,82 Stanley Road,Bootle,Merseyside,L20 2AB,5,fhrs_5_en-GB,2018-12-18,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-2.98814400000000,53.44336400000000,,
735565,8679,Discount Booze,Retailers - other,4613,38-40 Hawthorne Road,Bootle,Merseyside,L20 2DW,5,fhrs_5_en-GB,2019-07-08,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.98153700000000,53.44347200000000,,
735525,2811,Discount Booze,Retailers - other,4613,28 Kirkstone Road North,Litherland,Merseyside,L21 7NT,4,fhrs_4_en-GB,2018-10-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,10,5,FHRS,False,-2.98793300000000,53.47512300000000,,
650918,574,Discount Food & Wine,Retailers - other,4613,31-33 Bridge Road,Crosby,Sefton Council,L23 6SA,4,fhrs_4_en-GB,2018-07-04,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,10,FHRS,False,-3.03928300000000,53.48321000000000,,
859377,168904,Diva,Takeaway/sandwich shop,7844,215-219 Lord Street,Southport,Sefton Council,PR8 1PF,5,fhrs_5_en-GB,2019-05-21,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-3.00858800000000,53.64701300000000,,
1268037,43506,Diva Designs,Other catering premises,7841,,,,,AwaitingInspection,fhrs_awaitinginspection_en-GB,,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,true,
829603,54962,Django Coffee Co Ltd,Other catering premises,7841,,,,,5,fhrs_5_en-GB,2018-11-06,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,,,,
71491,162200,Dobbies Garden World,Restaurant/Cafe/Canteen,1,Benthams Way,Southport,Sefton Council,PR8 4HX,5,fhrs_5_en-GB,2019-12-02,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,0,FHRS,False,-2.99697500000000,53.62667100000000,,Dobbies Garden World
129631,6050,Dolce Vita Restaurant,Restaurant/Cafe/Canteen,1,90 Station Road,Ainsdale,Merseyside,PR8 3HW,5,fhrs_5_en-GB,2019-08-23,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-3.03876200000000,53.60238700000000,,
141529,7800,Dolphin Restaurant,Takeaway/sandwich shop,7844,30-34 Scarisbrick Avenue,Southport,Merseyside,PR8 1NW,5,fhrs_5_en-GB,2019-09-26,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.00861700000000,53.64817300000000,,
143822,815,Domino's Pizza,Takeaway/sandwich shop,7844,142b Cambridge Road,Southport,Sefton Council,PR9 7LW,5,fhrs_5_en-GB,2018-11-28,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.96628360000000,53.66135630000000,,
144607,8369,Domino's Pizza,Takeaway/sandwich shop,7844,Unit 1 2-18 Virginia Street,Southport,Merseyside,PR8 6RZ,5,fhrs_5_en-GB,2020-03-09,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.99950100000000,53.64273900000000,,
71930,163584,Domino's Pizza,Takeaway/sandwich shop,7844,3 Molyneux Way,Aintree,Merseyside,L10 2JA,5,fhrs_5_en-GB,2018-10-17,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.94864800000000,53.48566300000000,,
71994,163797,Domino's Pizza,Takeaway/sandwich shop,7844,10 School Lane,Formby,Sefton Council,L37 3LN,5,fhrs_5_en-GB,2018-07-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-3.05850400000000,53.55789100000000,,
59723,1311,Domino's Pizza,Takeaway/sandwich shop,7844,68 Coronation Road,Crosby,Merseyside,L23 5RQ,5,fhrs_5_en-GB,2019-10-18,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-3.02771600000000,53.49032100000000,,
950469,169799,Domino's Pizza,Takeaway/sandwich shop,7844,6 Central Square,Maghull,Sefton Council,L31 0AE,5,fhrs_5_en-GB,2019-04-24,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,0,FHRS,False,-2.94400000000000,53.51662000000000,,
44619,1082,Don Luigi,Restaurant/Cafe/Canteen,1,31 Church Road,Formby,Merseyside,L37 8BQ,5,fhrs_5_en-GB,2019-01-17,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-3.05662300000000,53.55689200000000,,
110056,3985,Dong Sing,Takeaway/sandwich shop,7844,127 Marsh Lane,Bootle,Sefton Council,L20 4JB,5,fhrs_5_en-GB,2019-01-23,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-3.00124200000000,53.45547100000000,,
699942,166972,Donut House,Takeaway/sandwich shop,7844,Promenade,Southport,,PR8 1SB,5,fhrs_5_en-GB,2019-08-21,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,5,FHRS,False,-3.01504900000000,53.65209100000000,,The Pier
957404,169845,Dough,Restaurant/Cafe/Canteen,1,106 Bridge Road,Litherland,Sefton Council,,AwaitingInspection,fhrs_awaitinginspection_en-GB,,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,true,
1197864,177189,Dough,Restaurant/Cafe/Canteen,1,42 Merton Road,Bootle,Sefton Council,L20 3BW,4,fhrs_4_en-GB,2019-09-20,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,10,FHRS,False,-2.98924320000000,53.44847280000000,,
112857,42,Dovecote Manor,Hospitals/Childcare/Caring Premises,5,13-15 Alexandra Road,Southport,Sefton Council,PR9 0NB,5,fhrs_5_en-GB,2018-11-29,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,5,FHRS,False,-2.99703600000000,53.65493000000000,,Dove Cote Manor
111668,41,Dovehaven Nursing Home,Hospitals/Childcare/Caring Premises,5,9-11 Alexandra Road,Southport,Merseyside,PR9 0NB,5,fhrs_5_en-GB,2019-02-01,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-2.99703600000000,53.65493000000000,,
100073,32,Dovehaven Rest Home,Hospitals/Childcare/Caring Premises,5,22 Albert Road,Southport,Merseyside,PR9 0LG,5,fhrs_5_en-GB,2018-11-02,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.99372700000000,53.65447200000000,,
68654,1536,Dover Road Post Office & News,Retailers - other,4613,11 Dover Road,Maghull,Merseyside,L31 5JB,5,fhrs_5_en-GB,2019-05-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-2.94541100000000,53.50005200000000,,
1064135,162953,Drakes Chemist,Retailers - other,4613,1A Aintree Road,Bootle,Merseyside,L20 9DL,Exempt,fhrs_exempt_en-GB,2018-07-02,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-2.98288010000000,53.45638050000000,,
1087948,175653,Dreamtastic Ltd,Importers/Exporters,14,Unit 5 Old Hall Farm Business Park,Crowlands Street,Southport,PR9 7RJ,Exempt,fhrs_exempt_en-GB,2019-08-14,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-2.96866030000000,53.64093320000000,,
735510,1497,Drinx,Retailers - other,4613,107 Deyes Lane,Maghull,Sefton Council,L31 6DG,3,fhrs_3_en-GB,2018-05-23,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,10,10,FHRS,False,-2.93111700000000,53.51579500000000,,
639435,1553,Dukes Folly Hotel,Hotel/bed & breakfast/guest house,7842,11 Duke Street,Southport,Merseyside,PR8 1LS,5,fhrs_5_en-GB,2019-08-08,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,0,FHRS,False,-3.01162600000000,53.64368900000000,,
144759,8416,Dunelm Mill,Restaurant/Cafe/Canteen,1,Ocean Plaza,Marine Drive,Southport,PR8 1SQ,5,fhrs_5_en-GB,2020-01-15,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.01148100000000,53.65408100000000,,
1030018,1869,Dunes Leisure Centre,Retailers - other,4613,Esplanade,Southport,Merseyside,PR8 1RX,Exempt,fhrs_exempt_en-GB,2018-01-31,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-3.02095699310303,53.64546203613280,,Southport Swimming Baths
650934,8501,Dunningsbridge Filling Station,Retailers - other,4613,Dunnings Bridge Road,Netherton,,L30 6TQ,5,fhrs_5_en-GB,2019-10-30,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,0,FHRS,False,-2.96411900000000,53.48542100000000,,
101529,3324,Dutch Bakery,Retailers - other,4613,175 Liverpool Road,Birkdale,Merseyside,PR8 4NX,5,fhrs_5_en-GB,2019-03-14,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.01221600000000,53.62350500000000,,
1000458,170263,D'vine Catering Ltd,Restaurant/Cafe/Canteen,1,Trafalgar Road,Birkdale,Sefton Council,PR8 2HF,5,fhrs_5_en-GB,2020-03-04,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,5,FHRS,False,-3.02202105522156,53.62944412231450,,Southport And Birkdale Sports Club
144769,8420,DW Sports Fitness,Restaurant/Cafe/Canteen,1,Ocean Plaza,Marine Drive,Southport,PR8 1SQ,3,fhrs_3_en-GB,2019-11-08,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,10,10,10,FHRS,False,-3.01148100000000,53.65408100000000,,
69722,157298,Dylan's Pizzeria,Takeaway/sandwich shop,7844,93 South Road,Waterloo,Merseyside,L22 0LR,1,fhrs_1_en-GB,2020-03-12,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,20,FHRS,False,-3.02533500000000,53.47535700000000,,
69694,157148,E. Hidderley & Co.,Retailers - other,4613,501 Hawthorne Road,Bootle,Merseyside,L20 6JJ,3,fhrs_3_en-GB,2018-09-26,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,10,10,10,FHRS,False,-2.98773600000000,53.46143600000000,,
90600,2475,Earls Kitchen,Restaurant/Cafe/Canteen,1,36 Hesketh Drive,Southport,Sefton Council,PR9 7JG,5,fhrs_5_en-GB,2019-04-30,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,0,FHRS,False,-2.97461400000000,53.65437800000000,,
65199,146185,Early Days,Hospitals/Childcare/Caring Premises,5,7-15 Linacre Road,Litherland,Sefton Council,L21 8NJ,5,fhrs_5_en-GB,2020-01-23,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-2.99989000000000,53.46779700000000,,
45123,1095,Early Days Nursery,Hospitals/Childcare/Caring Premises,5,83 Church Road,Formby,Merseyside,L37 3NB,5,fhrs_5_en-GB,2018-10-30,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.05824500000000,53.56141700000000,,
616347,165597,Early Learners 2,Hospitals/Childcare/Caring Premises,5,Bridle Road,Netherton,Sefton Council,L30 4XS,5,fhrs_5_en-GB,2019-06-06,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-2.97459300000000,53.47027200000000,,
89183,2374,Early Learners Day Nursery,Hospitals/Childcare/Caring Premises,5,178 Hawthorne Road,Bootle,Merseyside,L20 3AR,5,fhrs_5_en-GB,2019-02-25,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,5,5,FHRS,False,-2.98333200000000,53.44751200000000,,
735514,1647,Eastbank News Limited,Retailers - other,4613,20 Eastbank Street,Southport,Sefton Council,PR8 1DT,4,fhrs_4_en-GB,2018-06-19,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,10,FHRS,False,-3.00588100000000,53.64577700000000,,
709090,100796,Eat with Purpose,Restaurant/Cafe/Canteen,1,68 Tulketh Street,Southport,Merseyside,PR8 1BX,5,fhrs_5_en-GB,2020-03-11,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,5,FHRS,False,-3.00143800000000,53.64467400000000,,
1005258,169619,Eataly,Restaurant/Cafe/Canteen,1,100 St Johns Road,Waterloo,Sefton Council,L22 9QQ,4,fhrs_4_en-GB,2019-03-15,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,10,FHRS,False,-3.02461194992065,53.47910308837890,,
371417,30516,Eating Inn,Other catering premises,7841,,,,,5,fhrs_5_en-GB,2019-02-04,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,,,,
124282,5280,Eatza Pizza,Takeaway/sandwich shop,7844,43 Seaforth Road,Seaforth,Merseyside,L21 3TX,4,fhrs_4_en-GB,2019-06-04,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,10,FHRS,False,-3.00692500000000,53.46526600000000,,
583424,8528,Eden Vale Hotel,Pub/bar/nightclub,7843,58 Glovers Lane,Netherton,Sefton Council,L30 5QW,4,fhrs_4_en-GB,2017-07-11,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,10,0,0,FHRS,False,-2.97468100000000,53.48920100000000,,Eden Vale
636359,204,Edendale House,Hotel/bed & breakfast/guest house,7842,83 Avondale Road North,Southport,Merseyside,PR9 0NE,5,fhrs_5_en-GB,2017-10-11,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-2.99725300000000,53.65643900000000,,
95929,2887,Edge Hall,Hospitals/Childcare/Caring Premises,5,21 Knowsley Road,Southport,Merseyside,PR9 0HN,5,fhrs_5_en-GB,2019-05-28,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,5,FHRS,False,-2.99753000000000,53.65661600000000,,
508347,8854,Edinburgh Inn,Pub/bar/nightclub,7843,College Road,Crosby,Merseyside,L23 3AS,5,fhrs_5_en-GB,2019-01-10,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,5,FHRS,False,-3.03246700000000,53.48549800000000,,119 Wellbeck Lodge
105601,3634,Edinburgh Woollen Mill Ltd,Restaurant/Cafe/Canteen,1,143-153 Lord Street,Southport,Merseyside,PR8 1PU,5,fhrs_5_en-GB,2019-08-05,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,0,0,0,FHRS,False,-3.00991700000000,53.64625600000000,,
85489,2156,Edwards Chinese Restaurant,Restaurant/Cafe/Canteen,1,20-22 Great Georges Road,Waterloo,Merseyside,L22 1RD,1,fhrs_1_en-GB,2020-01-09,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,20,10,10,FHRS,False,-3.02351100000000,53.47220000000000,,
50048,1113,Efes,Restaurant/Cafe/Canteen,1,126-128 Church Road,Formby,Merseyside,L37 3NH,5,fhrs_5_en-GB,2020-03-11,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,5,FHRS,False,-3.05697000000000,53.56354000000000,,
107823,3819,Ego @ The Punchbowl,Pub/bar/nightclub,7843,Lunt Road,Sefton,Sefton Council,L29 7WA,5,fhrs_5_en-GB,2019-08-07,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,5,0,FHRS,False,-2.98254200000000,53.50652100000000,,Punch Bowl Hotel
70937,160461,El Rincon,Restaurant/Cafe/Canteen,1,Eastbank Street,Southport,Merseyside,PR8 1NY,3,fhrs_3_en-GB,2018-12-14,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,10,10,FHRS,False,-3.00708400000000,53.64799700000000,,Eastbank Square
1173781,27317,Elaine Elsdon,Other catering premises,7841,,,,,Exempt,fhrs_exempt_en-GB,2019-09-06,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,,,,
780851,168014,Eldorado,Takeaway/sandwich shop,7844,71 St Johns Road,Crosby,,L22 9QB,5,fhrs_5_en-GB,2019-01-31,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,5,0,5,FHRS,False,-3.02806200000000,53.47787700000000,,
127703,5724,Eldorado,Takeaway/sandwich shop,7844,71 St Johns Road,Waterloo,Merseyside,L22 9QB,AwaitingInspection,fhrs_awaitinginspection_en-GB,,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-3.02806300000000,53.47787700000000,true,
639515,9242,Elim Bootle Pentecostal Church,Other catering premises,7841,443 Stanley Road,Bootle,Sefton Council,L20 5DN,Exempt,fhrs_exempt_en-GB,2018-10-11,424,Sefton,http://www.sefton.gov.uk/,ETSContact@sefton.gov.uk,,,,FHRS,False,-2.99298010000000,53.45867950000000,,
