FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores/Hygiene,Scores/Structural,Scores/ConfidenceInManagement,SchemeType,NewRatingPending,Geocode/Longitude,Geocode/Latitude,RatingDate/_xsi:nil
1159215,19/00076/FOOD,Gem Cakes Of Liverpool,Other catering premises,7841,,,,,,5,fhrs_5_en-GB,2019-07-19,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,5,0,FHRS,False,,,
858372,16/00092/MIXED,Gerry Wongs,Takeaway/sandwich shop,7844,12 Park Brow Drive,Southdene,Kirkby,Knowsley,L32 6QP,4,fhrs_4_en-GB,2019-05-30,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,5,10,FHRS,False,-2.87648500000000,53.47451000000000,
1031426,18/00005/FOOD,Ginfuse,Other catering premises,7841,,,,,,5,fhrs_5_en-GB,2018-02-15,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,,,
804220,15/00065/FOOD,Go Go Dumplings,Other catering premises,7841,,,,,,5,fhrs_5_en-GB,2019-09-12,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,,,
1047214,18/00027/FOOD,Go Local,Retailers - other,4613,5 - 6 The Moorfields Centre,Tower Hill,Kirkby,Knowsley,L33 1DF,3,fhrs_3_en-GB,2018-04-17,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,10,5,10,FHRS,False,-2.87977099418640,53.49856567382810,
220923,07/00073/MIXED,Go Local Extra,Retailers - other,4613,22 Camberley Drive,Halewood,Knowsley,,L25 9PU,3,fhrs_3_en-GB,2018-03-09,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,10,10,10,FHRS,False,-2.85188800000000,53.36717300000000,
1224678,20/00023/FOOD,Gold Star,Takeaway/sandwich shop,7844,13 Tarbock Road,Huyton,Knowsley,,L36 5XN,2,fhrs_2_en-GB,2020-02-05,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,15,15,10,FHRS,False,-2.84681400000000,53.40760500000000,
1215400,20/00008/FOOD,Gold Star,Takeaway/sandwich shop,7844,6 Greenes Road,Whiston,Knowsley,,L35 3RF,4,fhrs_4_en-GB,2020-01-03,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,10,5,5,FHRS,False,-2.80213700000000,53.41242600000000,
220527,00851/0009/0/000,Golden Dragon,Takeaway/sandwich shop,7844,9 Merrivale Road,Halewood,Knowsley,,L25 5NA,3,fhrs_3_en-GB,2019-10-24,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,10,10,10,FHRS,False,-2.85296700000000,53.37681100000000,
301805,09272/0056/2/000,GR & PA Furnival,Mobile caterer,7846,Street Record,Windy Arbor Road,Whiston,Knowsley,,Exempt,fhrs_exempt_en-GB,2018-03-15,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,,,,FHRS,False,-2.80158900518686,53.41170994862360,
220661,10/00087/FOOD,Green Room,Restaurant/Cafe/Canteen,1,Lichfield Road,Halewood,Knowsley,,L26 1TT,5,fhrs_5_en-GB,2019-09-06,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,5,FHRS,False,-2.83765800000000,53.35732300000000,
221175,01126/0032/0/000,Greenhalgh's,Takeaway/sandwich shop,7844,32A St Chads Parade,Kirkby Town Centre,Knowsley,,L32 8RH,5,fhrs_5_en-GB,2019-02-27,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.88685900000000,53.48205600000000,
746120,15/00063/MIXED,Greenhouse Supermarket,Retailers - other,4613,22 Molyneux Drive,Prescot,Knowsley,,L35 5DY,4,fhrs_4_en-GB,2019-02-28,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,5,10,FHRS,False,-2.80058400000000,53.41946500000000,
220791,01126/0011/0/000,Greggs,Takeaway/sandwich shop,7844,11 St Chads Parade,Kirkby Town Centre,Knowsley,,L32 8RD,5,fhrs_5_en-GB,2019-06-27,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.88719800000000,53.48170300000000,
220847,00364/0045/A/000,Greggs,Takeaway/sandwich shop,7844,45A Derby Road,Huyton,Knowsley,,L36 9UQ,5,fhrs_5_en-GB,2017-06-08,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.83897300000000,53.41127400000000,
1170532,19/00016/FOOD,Griffin House,Hospitals/Childcare/Caring Premises,5,Shaw Lane,Prescot,Knowsley,,L35 5BZ,4,fhrs_4_en-GB,2019-07-23,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,10,5,FHRS,False,-2.79279400000000,53.42051600000000,
220556,01257/4000/2/000,Halewood Academy,School/college/university,7845,The Avenue,Halewood,Knowsley,,L26 1UU,5,fhrs_5_en-GB,2017-11-30,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,5,5,FHRS,False,-2.83855600000000,53.36174800000000,
858266,00254/0042/0/000,Halewood Bowling Club,Pub/bar/nightclub,7843,42 Church Road,Halewood,Knowsley,Merseyside,L26 6LB,5,fhrs_5_en-GB,2019-02-20,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.82498400000000,53.36863800000000,
220513,00254/4005/2/000,Halewood Church Of England Primary School,School/college/university,7845,Church Road,Halewood,Knowsley,Merseyside,L26 6LB,5,fhrs_5_en-GB,2019-10-10,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.82498500000000,53.36863900000000,
542355,12/00037/MIXED,Halewood Fish Bar,Takeaway/sandwich shop,7844,Unit 11,The Halewood Shopping Centre,Leathers Lane,Halewood,L26 0AD,3,fhrs_3_en-GB,2019-08-16,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,10,10,10,FHRS,False,,,
1128783,19/00042/COM,Halewood News,Retailers - other,4613,1 Hollies Road,Halewood,Knowsley,,L26 0TE,3,fhrs_3_en-GB,2019-04-11,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,10,10,10,FHRS,False,-2.82819000000000,53.36732200000000,
896107,16/00169/MIXED,Halewood Services,Retailers - other,4613,195 Higher Road,Halewood,Knowsley,,L26 1UN,4,fhrs_4_en-GB,2020-02-19,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,10,0,FHRS,False,-2.83638100000000,53.35886900000000,
1002672,17/00142/FOOD,Halewood Town Football Club,Other catering premises,7841,Arncliffe Sports And Social Centre,Arncliffe Road,Halewood,Knowsley,L25 9PA,Exempt,fhrs_exempt_en-GB,2017-09-12,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,,,,FHRS,False,-2.84814000129700,53.36993408203130,
221018,00388/4002/2/000,Halsnead Community Primary School,School/college/university,7845,Pennywood Drive,Whiston,Knowsley,,L35 3TX,5,fhrs_5_en-GB,2020-01-17,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,5,5,FHRS,False,-2.79912600000000,53.41233900000000,
668813,14/00099/MIXED,Hamlet's Kitchen,Restaurant/Cafe/Canteen,1,50 Market Place,Prescot,Knowsley,,L34 5SB,5,fhrs_5_en-GB,2019-10-09,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,5,0,FHRS,False,-2.80485700000000,53.42818300000000,
1170533,19/00081/FOOD,Hannah's Kitchen,Other catering premises,7841,,,,,,5,fhrs_5_en-GB,2018-10-15,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,5,5,FHRS,False,,,
221090,00972/0098/0/000,Happy Seasons,Takeaway/sandwich shop,7844,98 Page Moss Lane,Roby,Knowsley,,L14 0LX,3,fhrs_3_en-GB,2020-02-13,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,10,10,10,FHRS,False,-2.86816100000000,53.41576700000000,
220566,02126/4001/2/000,Hare And Hounds,Pub/bar/nightclub,7843,Cronton Road,Huyton,Knowsley,,L35 1QJ,4,fhrs_4_en-GB,2019-04-18,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,10,5,FHRS,False,-2.82087800000000,53.39890500000000,
1205556,19/00116/FOOD,Harringtons Bar & Eatery,Pub/bar/nightclub,7843,77A Eccleston Street,Prescot,Knowsley,,L34 5QH,5,fhrs_5_en-GB,2019-11-27,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.80184990000000,53.43000890000000,
220823,09/00044/FOOD,Harry Jesse Son And Co Ltd,Mobile caterer,7846,High Street,Prescot,Knowsley,,L34 6HF,5,fhrs_5_en-GB,2018-06-06,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.80280700000000,53.43041700000000,
1193087,19/00101/FOOD,HAYKI,Mobile caterer,7846,,,,,,4,fhrs_4_en-GB,2020-02-14,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,0,10,FHRS,False,,,
220941,00983/4000/2/000,HC-One Fazakerley House,Hospitals/Childcare/Caring Premises,5,Park Road,Prescot,Knowsley,,L34 3LN,5,fhrs_5_en-GB,2019-12-16,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.80735700000000,53.43068300000000,
858267,00413/0043/0/000,Heron Foods,Retailers - supermarkets/hypermarkets,7840,43 Eccleston Street,Prescot,Knowsley,,L34 5QA,5,fhrs_5_en-GB,2019-02-07,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.80463400000000,53.42914600000000,
220778,00364/0063/0/000,Heron Frozen Foods,Retailers - supermarkets/hypermarkets,7840,63-65 Derby Road,Huyton,Knowsley,,L36 9UQ,4,fhrs_4_en-GB,2018-07-02,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,10,5,5,FHRS,False,-2.83897300000000,53.41127400000000,
221171,00240/1148/2/000,Heron Frozen Foods,Retailers - supermarkets/hypermarkets,7840,Cherryfield Drive,Kirkby Town Centre,Knowsley,,L32 8RX,5,fhrs_5_en-GB,2018-02-14,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,5,0,FHRS,False,-2.88805400000000,53.48156200000000,
221168,07/00436/MIXED,High Hopes Childcare Nursery,Hospitals/Childcare/Caring Premises,5,Longview Primary School,Astley Road,Huyton,Knowsley,L36 8DB,4,fhrs_4_en-GB,2019-11-07,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,10,FHRS,False,-2.84018200000000,53.42756200000000,
997659,17/00138/FOOD,Hillside Care Home,Hospitals/Childcare/Caring Premises,5,Hillside Avenue,Huyton,Knowsley,,L36 8DU,5,fhrs_5_en-GB,2019-05-16,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.84955900000000,53.42836800000000,
905589,16/00184/FOOD,HIYA (Hillside Initiative 4 Youth Activities),Other catering premises,7841,Hillside Neighbourhood Centre,Hillside Avenue,Huyton,Knowsley,L36 8DS,5,fhrs_5_en-GB,2019-02-01,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,5,5,FHRS,False,-2.84564600000000,53.42685000000000,
220675,02133/2001/2/000,Holiday Inn Express,Hotel/bed & breakfast/guest house,7842,Ribblers Lane,Knowsley,Knowsley,,L34 9HA,5,fhrs_5_en-GB,2020-02-04,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.87648600000000,53.46352600000000,
1082622,18/00082/FOOD,Holland & Barrett,Retailers - other,4613,16 Cavendish Walk,Derby Road,Huyton,Knowsley,L36 9YG,4,fhrs_4_en-GB,2018-10-09,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,5,10,FHRS,False,-2.83928430000000,53.41258280000000,
220532,07/00123/COM,Holliday's News,Retailers - other,4613,15 Old Rough Lane,Northwood,Kirkby,Knowsley,L33 6XE,Exempt,fhrs_exempt_en-GB,2019-02-18,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,,,,FHRS,False,-2.87588200000000,53.48394400000000,
1210519,19/00126/FOOD,Hollys Mini Mart,Retailers - other,4613,1 - 2 Hillcrest Parade,Wood Lane,Huyton,Knowsley,L36 6DU,4,fhrs_4_en-GB,2020-01-28,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,10,0,10,FHRS,False,-2.82284860000000,53.41144770000000,
1181894,19/00096/MIXED,Holt Hotel,Pub/bar/nightclub,7843,285 Warrington Road,Whiston,Knowsley,,L35 8LA,5,fhrs_5_en-GB,2019-09-09,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,5,5,FHRS,False,-2.78106400000000,53.42091600000000,
220872,01188/4000/2/000,Holy Angels Social Club,Pub/bar/nightclub,7843,Sidney Powell Avenue,Westvale,Kirkby,Knowsley,L32 0TP,5,fhrs_5_en-GB,2018-03-06,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,5,5,FHRS,False,-2.89953600000000,53.48438000000000,
220852,00559/4005/2/000,Holy Family Catholic Primary School - Cronton,School/college/university,7845,Hall Lane,Cronton,Knowsley,,WA8 5DW,5,fhrs_5_en-GB,2019-10-02,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.75892996788025,53.39137649536130,
220855,00044/4005/2/000,Holy Family Catholic Primary School - Halewood,School/college/university,7845,Arncliffe Road,Halewood,Knowsley,,L25 9PA,5,fhrs_5_en-GB,2019-10-10,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,5,0,FHRS,False,-2.84814000000000,53.36993300000000,
220864,01126/0020/0/000,Home Bargains,Retailers - other,4613,20 St Chads Parade,Kirkby Town Centre,Knowsley,,L32 8RH,Exempt,fhrs_exempt_en-GB,2018-01-24,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,,,,FHRS,False,-2.88685900000000,53.48205600000000,
220753,00364/0026/0/000,Home Bargains,Retailers - other,4613,26 - 30 Derby Road,Huyton,Knowsley,,L36 9UJ,5,fhrs_5_en-GB,2019-04-18,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,5,0,FHRS,False,-2.83985400000000,53.41169000000000,
944739,17/00022/MIXED,Home Bargains,Retailers - other,4613,Prescot Park Way,Prescot,Knowsley,,L34 1AA,5,fhrs_5_en-GB,2019-03-21,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,,,
221112,09144/4002/2/000,Home Bargains,Retailers - other,4613,Unit MSU2,The Prescot Centre,Eccleston Street,Prescot,L34 5GA,5,fhrs_5_en-GB,2018-02-28,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.80319600000000,53.42870700000000,
220822,00608/0033/0/000,Hope And Anchor,Pub/bar/nightclub,7843,33 High Street,Prescot,Knowsley,Merseyside,L34 6HF,4,fhrs_4_en-GB,2018-01-12,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,5,10,FHRS,False,-2.80280700000000,53.43041700000000,
221031,11/00015/FOOD,Hope Primary School,School/college/university,7845,Lordens Road,Huyton,Knowsley,,L14 8UD,5,fhrs_5_en-GB,2019-09-23,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.86134600000000,53.42775300000000,
930284,16/00196/FOOD,Hungry Heroes At Northwood Community Primary School,School/college/university,7845,Roughwood Drive,Northwood,Kirkby,Knowsley,L33 8XD,5,fhrs_5_en-GB,2018-11-08,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.87908700000000,53.48518800000000,
221116,00782/4001/2/000,Hurst Park Court,Hospitals/Childcare/Caring Premises,5,Longview Drive,Huyton,Knowsley,,L36 6DZ,5,fhrs_5_en-GB,2019-11-07,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,5,0,FHRS,False,-2.82887700000000,53.41735800000000,
220734,00450/4000/2/000,Huyton And Prescot Golf Club,Restaurant/Cafe/Canteen,1,Fairway,Huyton,Knowsley,,L36 1UA,AwaitingInspection,fhrs_awaitinginspection_en-GB,,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,,,,FHRS,False,0.09493000060320,51.02017974853516,true
221166,01265/4002/2/000,Huyton Conservative Club,Pub/bar/nightclub,7843,36 The Park,Huyton,Knowsley,,L36 5SU,5,fhrs_5_en-GB,2017-12-14,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.83919400000000,53.40719200000000,
220671,00650/0031/0/000,Huyton Hey Manor,Hospitals/Childcare/Caring Premises,5,31 Huyton Hey Road,Huyton,Huyton,Knowsley,L36 5RZ,5,fhrs_5_en-GB,2019-07-04,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,,,,FHRS,False,-2.83082200000000,53.40911100000000,
221113,01134/0036/0/000,Huyton Park Hotel,Pub/bar/nightclub,7843,36 St Johns Road,Huyton,Knowsley,,L36 0UU,3,fhrs_3_en-GB,2008-01-24,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,10,10,5,FHRS,False,-2.83523000000000,53.40446900000000,
1086776,18/00093/FOOD,Huyton Tandoori,Takeaway/sandwich shop,7844,4 Page Moss Parade,Roby,Knowsley,,L36 2PA,1,fhrs_1_en-GB,2019-12-19,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,15,15,20,FHRS,False,-2.86582200000000,53.41765300000000,
220618,01181/0021/0/000,Huyton Village Fish And Chips,Takeaway/sandwich shop,7844,21 Sherborne Square,Huyton,Knowsley,,L36 9UR,3,fhrs_3_en-GB,2020-02-11,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,,,,FHRS,False,-2.83883500000000,53.41188600000000,
220644,01108/4002/2/000,Huyton With Roby Church Of England Primary School,School/college/university,7845,Rupert Road,Roby,Knowsley,,L36 9TF,5,fhrs_5_en-GB,2017-06-15,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,5,5,FHRS,False,-2.84399400000000,53.41256000000000,
220626,01224/0043/0/000,Huyton With Roby Constitutional Club,Pub/bar/nightclub,7843,43 Stanley Road,Huyton,Knowsley,,L36 9XN,5,fhrs_5_en-GB,2018-01-12,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,5,5,FHRS,False,-2.84356100000000,53.41277000000000,
581606,13/00173/MIXED,Iamtech,Restaurant/Cafe/Canteen,1,Work World Knowsley Community Colle,599 Princess Drive,Huyton,Knowsley,L14 9ND,5,fhrs_5_en-GB,2018-01-22,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.86132100000000,53.42352900000000,
858297,10/00051/FOOD,Ice Cream Trader,Mobile caterer,7846,,,,,,5,fhrs_5_en-GB,2020-01-31,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,0,5,FHRS,False,,,
220792,01126/0031/0/000,Iceland,Retailers - supermarkets/hypermarkets,7840,31 St Chads Parade,Kirkby Town Centre,Knowsley,,L32 8UG,5,fhrs_5_en-GB,2018-02-14,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,5,0,FHRS,False,-2.88853400000000,53.48217000000000,
494394,12/00128/MIXED,Iceland,Retailers - supermarkets/hypermarkets,7840,5 The Halewood Shopping Centre,Leathers Lane,Halewood,Knowsley,L26 0AD,5,fhrs_5_en-GB,2017-06-27,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,,,
220740,00364/0068/0/000,Iceland,Retailers - supermarkets/hypermarkets,7840,68-70 Derby Road,Huyton,Knowsley,,L36 9UP,5,fhrs_5_en-GB,2019-02-18,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,5,5,FHRS,False,-2.84049100000000,53.41116500000000,
1136411,19/00057/FOOD,Icing On The Cake,Other catering premises,7841,,,,,,5,fhrs_5_en-GB,2019-05-16,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,,,
1208650,19/00120/MIXED,Imaginarium Bistro,Restaurant/Cafe/Canteen,1,1 Piazza,Market Place,Prescot,Knowsley,L34 5SB,5,fhrs_5_en-GB,2020-02-27,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,5,5,FHRS,False,-2.80488705635071,53.42826080322270,
427069,12/00040/FOOD,J F Pybis,Other catering premises,7841,,,,,,5,fhrs_5_en-GB,2018-08-03,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,,,
220746,09144/4011/2/000,J Showering,Retailers - other,4613,Unit K6,The Prescot Centre,Eccleston Street,Prescot,L34 5GA,5,fhrs_5_en-GB,2019-04-09,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.80319600000000,53.42870700000000,
221002,00514/4001/2/000,Jackymundo's,Takeaway/sandwich shop,7844,Gores Road,Knowsley Industrial Park,Kirkby,Knowsley,L33 7XS,3,fhrs_3_en-GB,2019-07-25,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,,,,FHRS,False,-2.86109900000000,53.47579100000000,
220739,00490/4003/3/002,Java To Go,Takeaway/sandwich shop,7844,Texaco Service Station,Gale Road,Knowsley Industrial Park,Kirkby,L33 7YB,5,fhrs_5_en-GB,2019-11-07,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,0,5,FHRS,False,-2.85559900000000,53.47429300000000,
220672,01079/0015/0/000,Joe's Convenience Store,Retailers - other,4613,15-17 Richard Hesketh Drive,Kirkby,Knowsley,,L32 0TU,4,fhrs_4_en-GB,2020-02-07,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,5,10,FHRS,False,-2.90377000000000,53.48153400000000,
220549,00608/0011/A/000,John Joseph Powell - HC-One,Hospitals/Childcare/Caring Premises,5,11A High Street,Prescot,Knowsley,Merseyside,L34 3LD,5,fhrs_5_en-GB,2018-10-09,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.80588100000000,53.42983000000000,
1128782,19/00041/FOOD,John Morris - Sweet Stall,Retailers - other,4613,68 Kirkby Market,Market Square,Kirkby Town Centre,Knowsley,L32 8RG,5,fhrs_5_en-GB,2019-04-16,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.88510260000000,53.48175320000000,
849536,16/00081/FOOD,John Windle Ice Cream,Mobile caterer,7846,,,,,,4,fhrs_4_en-GB,2018-03-09,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,10,5,FHRS,False,,,
858333,14/00157/MIXED,Johnny Todd,Pub/bar/nightclub,7843,The Johnny Todd,38 Whitefield Drive,Westvale,Kirkby,L32 5TR,1,fhrs_1_en-GB,2019-03-15,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,15,15,20,FHRS,False,-2.89876380000000,53.47716590000000,
1111542,19/00025/FOOD,John's Ices,Mobile caterer,7846,Lees Road,Knowsley Industrial Park,Kirkby,Knowsley,,5,fhrs_5_en-GB,2019-03-14,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,-2.86581000324037,53.47627500104340,
1221282,20/00017/FOOD,Juliannes Catering,Other catering premises,7841,,,,,,5,fhrs_5_en-GB,2020-02-12,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,0,0,0,FHRS,False,,,
909805,16/00187/FOOD,Julie's Cafe,Restaurant/Cafe/Canteen,1,77 Longview Drive,Huyton,Knowsley,,L36 6EB,3,fhrs_3_en-GB,2019-02-15,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,10,10,10,FHRS,False,-2.82504700000000,53.41540700000000,
220759,07/00446/COM,Kay's Convenience,Retailers - other,4613,58 James Holt Avenue,Westvale,Kirkby,Knowsley,L32 5TF,4,fhrs_4_en-GB,2020-03-18,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,0,10,FHRS,False,-2.89761100000000,53.47957600000000,
591630,13/00199/COM,Kellie's General Store,Retailers - other,4613,27 - 27A Woolfall Heath Avenue,Huyton,Knowsley,,L36 3TW,4,fhrs_4_en-GB,2020-02-04,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,0,10,FHRS,False,-2.85220300000000,53.42360300000000,
221154,07/00158/COM,Kelly's,Retailers - other,4613,31 Manor Farm Road,Huyton,Knowsley,,L36 0UB,5,fhrs_5_en-GB,2019-03-28,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,5,5,5,FHRS,False,-2.83185300000000,53.40489700000000,
936964,16/00201/MIXED,Kellys Discount Booze,Retailers - other,4613,102 Liverpool Road,Huyton,Knowsley,,L36 3RF,Exempt,fhrs_exempt_en-GB,2016-12-05,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,,,,FHRS,False,-2.86330300000000,53.42106900000000,
221093,00619/0046/0/000,Kellys Discount Wines,Retailers - other,4613,46 Hillside Road,Huyton,Knowsley,,L36 8BJ,Exempt,fhrs_exempt_en-GB,2017-09-05,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,,,,FHRS,False,-2.83728400000000,53.42405000000000,
220896,09049/0013/0/000,Kellys Wines,Retailers - other,4613,13 Kingsway Parade,Kingsway,Huyton,Knowsley,L36 2QA,Exempt,fhrs_exempt_en-GB,2020-03-11,412,Knowsley,http://www.knowsley.gov.uk,environmentalhealth@knowsley.gov.uk,,,,FHRS,False,-2.85235200000000,53.41977300000000,
