FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores/Hygiene,Scores/Structural,Scores/ConfidenceInManagement,SchemeType,NewRatingPending,Geocode/Longitude,Geocode/Latitude,RatingDate/_xsi:nil
1244696,PI/010013052,Calday Grange Grammar School,School/college/university,7845,Grammar School Lane,Newton,Wirral,Merseyside,CH48 8GG,5,fhrs_5_en-GB,2018-09-26,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.16314601898193,53.36761093139650,
395281,PI/100034585,Caldy Manor Care Home,Hospitals/Childcare/Caring Premises,5,81 Caldy Road,Caldy,Wirral,Merseyside,CH48 2HY,4,fhrs_4_en-GB,2019-11-01,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,5,5,FHRS,False,-3.16343600000000,53.35943600000000,
905755,PI/100048332,Caldy Sports Club,Pub/bar/nightclub,7843,Paton Field,Telegraph Road,Caldy,Wirral,CH48 1NX,5,fhrs_5_en-GB,2018-08-05,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.14625500000000,53.36037500000000,
569849,PI/000019450,Cambridge Day Centre,Hospitals/Childcare/Caring Premises,5,Cambridge Road,New Brighton,Wirral,Merseyside,CH45 1JF,5,fhrs_5_en-GB,2019-04-05,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.04051600000000,53.43074000000000,
975274,PI/000087580,Campbell Chemist,Retailers - other,4613,175 Poulton Road,Poulton,Wirral,Merseyside,CH44 9DG,Exempt,fhrs_exempt_en-GB,2017-04-18,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,,,,FHRS,False,-3.03439998626709,53.41195297241210,
692501,PI/100046619,Can Cook (Food) Ltd,Restaurant/Cafe/Canteen,1,Trinity House Hub,Webster Avenue,Egremont,Wirral,CH44 0AE,4,fhrs_4_en-GB,2020-03-10,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,5,5,FHRS,False,,,
569919,PI/100045056,Candies 'n' Cards,Retailers - other,4613,Candies 'n' Cards,Liscard,Wirral,,CH45 4QN,3,fhrs_3_en-GB,2019-08-14,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,10,10,FHRS,False,-3.04626893997192,53.42106246948240,
653344,PI/100045925,Canteen,Restaurant/Cafe/Canteen,1,45 Wallasey Road,Liscard,Wirral,Merseyside,CH45 4NN,5,fhrs_5_en-GB,2019-01-08,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,5,0,FHRS,False,-3.04755000000000,53.41930700000000,
905703,PI/100032586,CAPE Children At Play and Education,Hospitals/Childcare/Caring Premises,5,Heswall Primary School,67 Whitfield Lane,Heswall,Wirral,CH60 7SD,4,fhrs_4_en-GB,2018-10-16,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,10,FHRS,False,-3.09112100000000,53.33268400000000,
905702,PI/100032517,CAPE Children At Play and Education,Hospitals/Childcare/Caring Premises,5,Thingwall Primary School,559 Pensby Road,Thingwall,Wirral,,4,fhrs_4_en-GB,2018-10-09,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,10,FHRS,False,,,
1177892,PI/010007669,Capital Pizza,Takeaway/sandwich shop,7844,9 New Chester Road,New Ferry,Wirral,Merseyside,CH62 1DG,3,fhrs_3_en-GB,2019-08-13,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,10,10,FHRS,False,-2.99878900000000,53.36315700000000,
805289,PI/100047654,Capitol Restaurant,Restaurant/Cafe/Canteen,1,24 Argyle Street,Birkenhead,Wirral,Merseyside,CH41 6AE,5,fhrs_5_en-GB,2018-11-22,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.01804800000000,53.39311700000000,
1135076,PI/010006164,Capizzi,Takeaway/sandwich shop,7844,86 The Rake,Bromborough,Wirral,Merseyside,CH62 7AL,5,fhrs_5_en-GB,2019-04-24,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-2.98778730000000,53.33041770000000,
394140,PI/000013266,Captain Tony's,Takeaway/sandwich shop,7844,790 Borough Road,Tranmere,Wirral,Merseyside,CH42 9JG,5,fhrs_5_en-GB,2019-09-12,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.03296500000000,53.37568500000000,
975282,PI/010004910,Captain Tony's Cafe,Restaurant/Cafe/Canteen,1,784 Borough Road,Tranmere,Wirral,Merseyside,CH42 9JG,5,fhrs_5_en-GB,2019-03-05,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.03296500000000,53.37568500000000,
394373,PI/000064975,Captain Tonys Pizza & Pasta Emporium,Takeaway/sandwich shop,7844,198 Liscard Road,Liscard,Wirral,Merseyside,CH44 5TN,5,fhrs_5_en-GB,2019-06-26,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,,,,FHRS,False,-3.04111800000000,53.41840200000000,
1128261,PI/010009985,Card Factory,Retailers - other,4613,Unit M2/B2 The Croft Retail&Leisure Park,Welton Road,Bromborough,Wirral,CH62 3PN,Exempt,fhrs_exempt_en-GB,2019-03-25,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,,,,FHRS,False,-2.98006020000000,53.33870910000000,
831126,PI/100047633,Card Factory,Retailers - other,4613,Unit SU27 The Pyramids,Birkenhead,Wirral,Merseyside,CH41 2ZL,Exempt,fhrs_exempt_en-GB,2018-10-01,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,,,,FHRS,False,-3.02639508247375,53.38939666748050,
546999,PI/100044646,"Cards ""n"" Candy",Retailers - other,4613,397 Pensby Road,Pensby,Wirral,Merseyside,CH61 9PF,Exempt,fhrs_exempt_en-GB,2017-07-31,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,,,,FHRS,False,-3.09518900000000,53.34783000000000,
395566,PI/100040033,Caregivers luncheon club,Other catering premises,7841,St Michaels and All Angels Church Centre,Messy Church -  Barnston PCC,Gills Lane,Barnston,CH61 1AF,5,fhrs_5_en-GB,2018-05-10,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,5,FHRS,False,-3.09353303909302,53.34770202636720,
1172895,PI/010010573,Caribbean Fusion Cuisine,Restaurant/Cafe/Canteen,1,"Unit 6E Inpost Delivery Locker, Marine Point",Kings Parade,New Brighton,Wirral,CH45 2PB,4,fhrs_4_en-GB,2019-07-30,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,10,FHRS,False,-3.04633593559265,53.44032669067380,
1093164,PI/010008963,Carla's Cake Studio,Retailers - other,4613,13 Mallaby Street,Birkenhead,Wirral,Merseyside,CH41 8DE,5,fhrs_5_en-GB,2018-11-19,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.04953570000000,53.39857920000000,
1149848,PI/010010443,Caroline's Creative Cakes,Other catering premises,7841,,,,,,5,fhrs_5_en-GB,2019-05-29,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,5,FHRS,False,,,
1000623,PI/010005063,Carr Bridge Centre,Restaurant/Cafe/Canteen,1,Carr Bridge Road,Woodchurch,Wirral,Merseyside,CH49 8EU,4,fhrs_4_en-GB,2019-02-05,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,10,FHRS,False,-3.08285700000000,53.37929700000000,
546842,PI/000091676,Carrington Chemist,Retailers - other,4613,Carrington Chemist,Liscard,Wirral,,CH45 5DL,Exempt,fhrs_exempt_en-GB,2017-06-15,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,,,,FHRS,False,-3.04186391830444,53.42678070068360,
1021722,PI/010005080,Casa Express,Takeaway/sandwich shop,7844,332 Woodchurch Road,Prenton,Wirral,Merseyside,CH42 8PQ,3,fhrs_3_en-GB,2018-12-12,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,10,10,FHRS,False,-3.04512700000000,53.37390700000000,
395484,PI/100039017,Casa Mia,Takeaway/sandwich shop,7844,Casa Mia,Noctorum,Wirral,,CH43 9JW,5,fhrs_5_en-GB,2020-02-05,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.06423592567444,53.37887954711910,
394285,PI/000045759,Cashino,Other catering premises,7841,243-247 Grange Road,Birkenhead,Wirral,Merseyside,CH41 2PH,5,fhrs_5_en-GB,2019-02-08,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.02921500000000,53.38908400000000,
394870,PI/000152566,Castleway Primary School,School/college/university,7845,Castleway North,Leasowe,Wirral,Merseyside,CH46 1RN,2,fhrs_2_en-GB,2019-11-12,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,15,10,FHRS,False,-3.09839400000000,53.41576700000000,
926857,PI/100038966,Catering-Corona House(1 Osmaston Rd),Other catering premises,7841,8 Osmaston Road,Prenton,Wirral,Merseyside,CH42 8PX,Exempt,fhrs_exempt_en-GB,2016-10-27,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,,,,FHRS,False,-3.04879200000000,53.37197800000000,
1057502,PI/010006457,"Caterpillars, Butterflies & Beyond",Other catering premises,7841,East Way Childrens Centre,East Way,Moreton,Wirral,CH46 8ST,5,fhrs_5_en-GB,2018-05-29,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.10573196411133,53.40575027465820,
394169,PI/000020804,Cathcart St Primary School,School/college/university,7845,Cathcart Street,Birkenhead,Wirral,Merseyside,CH41 3JY,5,fhrs_5_en-GB,2020-02-25,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.02763200000000,53.39517400000000,
1135075,PI/010006147,Cathys,Restaurant/Cafe/Canteen,1,Unit 1 39,Fleetcroft Road,Woodchurch,Wirral,CH49 5LZ,5,fhrs_5_en-GB,2019-04-18,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.08959520000000,53.37082420000000,
839620,PI/100046297,Cavendish Cakes,Other catering premises,7841,,,,,,5,fhrs_5_en-GB,2017-11-01,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,0,FHRS,False,,,
1021750,PI/100048488,Celebration Cakes by Sue,Other catering premises,7841,,,,,,5,fhrs_5_en-GB,2017-11-22,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,0,FHRS,False,,,
1000617,PI/000034426,Chapel Of The Holy Spirit,Other catering premises,7841,Eastham Rake,Eastham,Wirral,Merseyside,CH62 9AW,5,fhrs_5_en-GB,2019-08-22,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,5,FHRS,False,-2.97040891647339,53.31052017211910,
394276,PI/000045469,Chaplins Oriental,Restaurant/Cafe/Canteen,1,22 Grange Mount,Birkenhead,Wirral,Merseyside,CH43 4XW,4,fhrs_4_en-GB,2019-10-23,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,10,5,FHRS,False,-3.03709200000000,53.38838700000000,
395502,PI/100039250,Charcoal Chicken,Takeaway/sandwich shop,7844,263 Wallasey Village,Wallasey Village,Wirral,Merseyside,CH45 3LR,5,fhrs_5_en-GB,2019-07-17,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.06768600000000,53.42723700000000,
1000628,PI/010005195,Charelles Cafe,Restaurant/Cafe/Canteen,1,103 Market Street,Hoylake,Wirral,Merseyside,CH47 5AA,5,fhrs_5_en-GB,2019-02-13,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.17459300000000,53.39523000000000,
692430,PI/000024802,Charing Cross Methodist Church,Restaurant/Cafe/Canteen,1,Claughton Road,Birkenhead,Wirral,Merseyside,CH41 4DX,5,fhrs_5_en-GB,2018-02-07,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.03337900000000,53.39028800000000,
394323,PI/000052014,Charles Thompsons Mission,Restaurant/Cafe/Canteen,1,Hemingford Street,Birkenhead,Wirral,Merseyside,CH41 4AP,3,fhrs_3_en-GB,2019-12-04,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,10,10,FHRS,False,-3.02523300000000,53.39169800000000,
839643,PI/100047898,Charlotte House,Hospitals/Childcare/Caring Premises,5,Church Road,Bebington,Wirral,Merseyside,CH63 3DZ,5,fhrs_5_en-GB,2019-11-22,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.00302000000000,53.34428100000000,
905711,PI/100047355,Charlotte's Brightside Charity,Other catering premises,7841,Molyneux Drive,New Brighton,Wirral,Merseyside,CH45 8PE,3,fhrs_3_en-GB,2018-11-06,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,10,10,FHRS,False,-3.06688300000000,53.42162500000000,
1211772,PI/010008607,Charming Thai Kitchen,Takeaway/sandwich shop,7844,24 Oxton Road,Birkenhead,Wirral,Merseyside,CH41 2QJ,5,fhrs_5_en-GB,2019-12-11,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.03186000000000,53.38843200000000,
1192769,PI/010010327,Chatwins,Restaurant/Cafe/Canteen,1,49 Telegraph Road,Heswall,Wirral,Merseyside,CH60 0AD,4,fhrs_4_en-GB,2019-09-10,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,0,10,FHRS,False,-3.09286540000000,53.32549720000000,
547000,PI/100044647,Cheapest Booze Express,Retailers - other,4613,103-105 Liscard Road,Egremont,Wirral,Merseyside,CH44 9AE,1,fhrs_1_en-GB,2020-02-04,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,10,20,FHRS,False,-3.03067800000000,53.41540000000000,
394293,PI/000045818,Chegone Takeaway,Takeaway/sandwich shop,7844,41 Grange Road West,Birkenhead,Wirral,Merseyside,CH41 4BZ,3,fhrs_3_en-GB,2018-10-09,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,10,10,FHRS,False,-3.03444200000000,53.38887700000000,
692425,PI/000008342,Cherriton,Hospitals/Childcare/Caring Premises,5,,,,,,Exempt,fhrs_exempt_en-GB,2018-10-09,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,,,,FHRS,False,,,
1197270,PI/010010528,Cheshire Alliance Limited,Retailers - supermarkets/hypermarkets,7840,Irby Post Office 138A,Irby Road,Pensby,Wirral,CH61 6XQ,5,fhrs_5_en-GB,2019-09-26,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,0,5,FHRS,False,-3.10927605628967,53.34134292602540,
394328,PI/000054082,Cheshire Residential Homes Trust,Hospitals/Childcare/Caring Premises,5,Trepassey Residential Home,26 Hillside Road,Gayton,Wirral,CH60 0BW,5,fhrs_5_en-GB,2020-02-12,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,5,FHRS,False,-3.09467500000000,53.32191000000000,
394822,PI/000139031,Cheungs Supper Bar,Takeaway/sandwich shop,7844,9 Coronation Buildings,Gilroy Road,Newton,Wirral,CH48 6DP,5,fhrs_5_en-GB,2018-04-03,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.16854200000000,53.37855100000000,
1211771,PI/010005255,Chicken Express,Takeaway/sandwich shop,7844,210 Liscard Road,Liscard,Wirral,Merseyside,CH44 5TN,4,fhrs_4_en-GB,2019-12-11,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,10,5,FHRS,False,-3.04164760000000,53.41861270000000,
1212449,PI/010012321,Chick'N Hut,Takeaway/sandwich shop,7844,The New Palace,Marine Promenade,New Brighton,Wirral,CH45 2JX,5,fhrs_5_en-GB,2019-12-20,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.04079389572144,53.44028472900390,
394759,PI/000122715,Child Support Agency,Restaurant/Cafe/Canteen,1,Child Support Agency,Woodside Ferry Approach,Birkenhead,,CH41 6DA,5,fhrs_5_en-GB,2019-09-27,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,0,FHRS,False,-3.01077294349670,53.39386367797850,
878561,PI/100047559,Chilli Gourmet Products,Other catering premises,7841,,,,,,5,fhrs_5_en-GB,2018-12-17,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,0,5,FHRS,False,,,
975304,PI/100048512,Chilly Stuff,Other catering premises,7841,,,,,,5,fhrs_5_en-GB,2019-02-28,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,,,
905725,PI/100048046,China City,Takeaway/sandwich shop,7844,175 Ford Road,Upton,Wirral,Merseyside,CH49 0TH,4,fhrs_4_en-GB,2019-11-18,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,10,5,FHRS,False,-3.09802800000000,53.38466800000000,
394598,PI/000099521,Chinese Kitchen,Restaurant/Cafe/Canteen,1,116-118 Seaview Road,Liscard,Wirral,Merseyside,CH45 4LD,5,fhrs_5_en-GB,2014-07-30,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.04687200000000,53.42355600000000,
394536,PI/000088358,Chinese Kitchen,Takeaway/sandwich shop,7844,185 Prenton Hall Road,Prenton,Wirral,Merseyside,CH43 3AG,3,fhrs_3_en-GB,2018-11-22,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,10,10,FHRS,False,-3.05838000000000,53.36765100000000,
1224720,PI/010008378,Chip'd (mobile caterer),Restaurant/Cafe/Canteen,1,3 Penrhos Road,Hoylake,Wirral,Merseyside,CH47 1HU,5,fhrs_5_en-GB,2018-09-04,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.18910010000000,53.39076480000000,
394983,PI/100006416,Choices Bar,Takeaway/sandwich shop,7844,124 Duke Street,Birkenhead,Wirral,Merseyside,CH41 8BT,5,fhrs_5_en-GB,2018-06-28,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,0,5,FHRS,False,-3.03952600000000,53.39695000000000,
692489,PI/100046365,Chong Yip,Takeaway/sandwich shop,7844,49 Mount Pleasant Road,New Brighton,Wirral,Merseyside,CH45 5EN,3,fhrs_3_en-GB,2018-11-29,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,10,10,FHRS,False,-3.04445900000000,53.43134400000000,
1149840,PI/010010156,Chopsticks,Restaurant/Cafe/Canteen,1,Unit 6D Marine Street Social Marine Point,Kings Parade,New Brighton,Wirral,CH45 2PB,5,fhrs_5_en-GB,2019-05-10,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.04641450000000,53.44023020000000,
805258,PI/100045390,Chopstix,Restaurant/Cafe/Canteen,1,Kiosk 3,The Pyramids,Birkenhead,Wirral,CH41 2ZL,3,fhrs_3_en-GB,2019-10-10,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,10,10,FHRS,False,-3.02639500000000,53.38939500000000,
394866,PI/000152448,Christ Church C Of E Church,Restaurant/Cafe/Canteen,1,85 Barnston Road,Barnston,Wirral,Merseyside,CH61 1BW,5,fhrs_5_en-GB,2019-11-12,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,0,FHRS,False,-3.08294400000000,53.34182900000000,
764685,PI/100047281,Christ Church Community Centre,Restaurant/Cafe/Canteen,1,Kings Road,Higher Bebington,Wirral,Merseyside,CH63 8LX,5,fhrs_5_en-GB,2019-11-06,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,0,FHRS,False,-3.02565800000000,53.36002600000000,
868834,PI/000113973,Christ Church Parish Centre,Restaurant/Cafe/Canteen,1,24 Upton Road,Moreton,Wirral,Merseyside,CH46 0PA,5,fhrs_5_en-GB,2019-04-16,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,0,FHRS,False,-3.11178700000000,53.40029800000000,
394039,PI/000002060,Christ The King RC Aided Primary Sch,School/college/university,7845,28 Allport Road,Bromborough,Wirral,Merseyside,CH62 6AE,5,fhrs_5_en-GB,2018-11-01,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,0,FHRS,False,-2.97471300000000,53.32482100000000,
653319,PI/000114074,Christchurch C of E Aided Primary School,School/college/university,7845,Upton Road,Moreton,Wirral,Merseyside,CH46 0PB,5,fhrs_5_en-GB,2018-11-01,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.11069700000000,53.39825900000000,
394946,PI/100002728,Christchurch C Of E Primary School,School/college/university,7845,19 Mount Grove,Oxton,Wirral,Merseyside,CH41 2UJ,5,fhrs_5_en-GB,2019-07-10,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.03377880000000,53.38442870000000,
395405,PI/100037822,Christies Bar,Pub/bar/nightclub,7843,447 Cleveland Street,Birkenhead,Wirral,Merseyside,CH41 4JW,3,fhrs_3_en-GB,2019-12-27,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,10,10,FHRS,False,-3.03280500000000,53.39886900000000,
394177,PI/000023244,Church Drive Primary School,School/college/university,7845,Church Drive,Port Sunlight,Wirral,Merseyside,CH62 5EF,5,fhrs_5_en-GB,2018-11-02,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-2.99516900000000,53.35350700000000,
394835,PI/000149392,Church Hall,Restaurant/Cafe/Canteen,1,Bridge Street,Port Sunlight,Wirral,Merseyside,CH62 4UP,5,fhrs_5_en-GB,2018-01-27,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-2.99721700000000,53.35049600000000,
394448,PI/000076889,Church Of Christ The King Church Hall,Pub/bar/nightclub,7843,New Chester Road,Bromborough,Wirral,Merseyside,CH62,Exempt,fhrs_exempt_en-GB,2018-02-01,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,,,,FHRS,False,-2.98054900000000,53.33865200000000,
394653,PI/000108554,Church of the Good Shepherd Hall,Restaurant/Cafe/Canteen,1,Parish Hall,118 Telegraph Road,Heswall,Wirral,CH60 0AJ,Exempt,fhrs_exempt_en-GB,2018-04-20,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,,,,FHRS,False,-3.09679300000000,53.32780600000000,
394964,PI/100004680,Claire House,Restaurant/Cafe/Canteen,1,Clatterbridge Road,Clatterbridge,Wirral,Merseyside,CH63 4JD,4,fhrs_4_en-GB,2020-02-19,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,10,FHRS,False,-3.02177500000000,53.33021600000000,
394989,PI/100007299,Clare Mount Specialist Sports College,School/college/university,7845,Fender Lane,Moreton,Wirral,Merseyside,CH46 9PA,5,fhrs_5_en-GB,2019-06-27,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,5,5,FHRS,False,-3.09767500000000,53.40537300000000,
1244699,PI/010013059,Claremont Farm,Restaurant/Cafe/Canteen,1,Old Clatterbridge Road,Clatterbridge,Wirral,Merseyside,CH63 4JB,5,fhrs_5_en-GB,2018-06-29,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.01311500000000,53.33736400000000,
394033,PI/000001274,Clarence Hotel,Pub/bar/nightclub,7843,89 Albion Street,New Brighton,Wirral,Merseyside,CH45 9JQ,4,fhrs_4_en-GB,2019-11-02,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,10,5,FHRS,False,-3.05283650000000,53.43604270000000,
395225,PI/100032199,Clatterbridge Hospital & Firtrees Restaurant,Restaurant/Cafe/Canteen,1,Wirral University Teaching Hospital,Mount Road,Clatterbridge,Wirral,CH63 4JY,4,fhrs_4_en-GB,2019-03-19,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,10,FHRS,False,-3.02586388587952,53.33227539062500,
1217025,PI/010011880,Cloak Dining,Other catering premises,7841,20 Bentley Road,Oxton,Wirral,Merseyside,CH43 5RX,5,fhrs_5_en-GB,2019-11-27,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.03990160000000,53.38154800000000,
1197274,PI/010011358,Clown Around Soft Play Ltd,Restaurant/Cafe/Canteen,1,231 - 231a,Beckwith Street,Birkenhead,Wirral,CH41 4HW,4,fhrs_4_en-GB,2019-09-25,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,10,FHRS,False,-3.03539960000000,53.39677000000000,
1221103,PI/010012573,Clucking Tasty,Other catering premises,7841,,,,,,5,fhrs_5_en-GB,2020-02-04,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,0,FHRS,False,,,
394340,PI/000056679,Coach And Horses,Pub/bar/nightclub,7843,202 Hoylake Road,Moreton,Wirral,Merseyside,CH46 6AD,3,fhrs_3_en-GB,2018-07-02,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,10,10,FHRS,False,-3.11321000000000,53.40121100000000,
394299,PI/000046396,Coach And Horses,Pub/bar/nightclub,7843,Greasby Road,Greasby,Wirral,Merseyside,CH49 3NG,5,fhrs_5_en-GB,2018-11-13,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,0,5,FHRS,False,-3.12294200000000,53.37667000000000,
1227693,PI/010012788,Coastal Cafe,Restaurant/Cafe/Canteen,1,Park Lane Holiday Homes,Park Lane,Moreton,Wirral,CH47 8XX,3,fhrs_3_en-GB,2020-02-19,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,10,10,FHRS,False,-3.14319900000000,53.40951200000000,
919780,PI/100047554,Cock & Donkey,Pub/bar/nightclub,7843,292 Old Chester Road,Rock Ferry,Wirral,Merseyside,CH42 3XD,5,fhrs_5_en-GB,2019-10-09,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,0,FHRS,False,-3.01531900000000,53.37448800000000,
