FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine3,AddressLine4,PostCode,RatingValue,RatingKey,RatingDate/_xsi:nil,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,SchemeType,NewRatingPending,Geocode/Longitude,Geocode/Latitude,RatingDate,Scores/Hygiene,Scores/Structural,Scores/ConfidenceInManagement,AddressLine2
1244072,7586,CHILDWALL VALLEY PRIMARY SCHOOL,School/college/university,7845,Childwall Valley Primary School Craighurst Road,Liverpool,Liverpool,L25 1NW,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.87120199203491,53.39673233032230,2019-09-05,0,0,0,
997815,PI/000271486,Chilli Chilli Chinese Restaurant,Restaurant/Cafe/Canteen,1,20 Nelson Street,Liverpool,Liverpool,L1 5DN,2,fhrs_2_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97739360000000,53.39938930000000,2018-03-27,15,10,10,City Centre
1244059,75797,China City,Restaurant/Cafe/Canteen,1,46 - 48 Nelson Street,Liverpool,Liverpool,L1 5DN,1,fhrs_1_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97819430000000,53.39888830000000,2019-10-03,15,15,20,City Centre
1000168,PI/000271530,China Court,Takeaway/sandwich shop,7844,193 Eaton Road North,Liverpool,Liverpool,L12 5HY,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91950940000000,53.43451840000000,2017-07-26,0,5,5,
980562,PI/000271075,China Garden,Restaurant/Cafe/Canteen,1,188 Rice Lane,Liverpool,Liverpool,L9 1DG,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96282350000000,53.45285560000000,2018-06-29,0,5,5,
1244488,PI/000274608,China House,Restaurant/Cafe/Canteen,1,47 City Road,Liverpool,Liverpool,L4 5UN,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96657750000000,53.44110410000000,,,,,
495958,PI/000002661,China Panda,Takeaway/sandwich shop,7844,50 Aigburth Road,Liverpool,Liverpool,L17 7BN,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.95437280000000,53.38082440000000,2019-03-13,5,5,0,St Michaels
497732,PI/000225844,Chinatown Express,Takeaway/sandwich shop,7844,228 County Road,Liverpool,Liverpool,L4 5PJ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96834610000000,53.44473020000000,2019-11-11,5,5,5,
730712,PI/000263831,Chinese Express,Takeaway/sandwich shop,7844,177 Rathbone Road,Liverpool,Liverpool,L13 1BA,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91964920000000,53.40751480000000,2017-02-27,5,10,5,Old Swan
1244195,76794,Chinese Now Units,Retailers - other,4613,"103, Retail Market St Johns Precinct",Liverpool,Liverpool,L1 1NP,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98102498054504,53.40684890747070,2019-11-18,0,0,5,
817768,PI/000266504,Chips A Go Go,Restaurant/Cafe/Canteen,1,Kiosk 2 Custom House Place,Liverpool,Liverpool,L1 8LZ,1,fhrs_1_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98763900000000,53.40272470000000,2019-10-08,5,15,20,
1244225,77229,Choco Dad,Restaurant/Cafe/Canteen,1,48 County Road,Liverpool,Liverpool,L4 3QL,2,fhrs_2_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97075790000000,53.43956910000000,2019-07-19,10,15,10,
1243555,5751,CHOICE NEWS & OFF LICENCE,Retailers - other,4613,18 Priory Road,Liverpool,Liverpool,L4 2RY,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.95019530000000,53.42884010000000,,,,,
894310,PI/000268998,Choices,Takeaway/sandwich shop,7844,111 Alderwood Avenue,Liverpool,Liverpool,L24 7RB,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.82551610000000,53.34328480000000,2019-03-28,10,10,10,
497413,PI/000161261,Chong Hing,Takeaway/sandwich shop,7844,246 Walton Road,Liverpool,Liverpool,L4 4BE,2,fhrs_2_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97149330000000,53.43748670000000,2018-08-23,10,15,10,
498669,PI/000247223,Chong Hua Takeaway,Takeaway/sandwich shop,7844,52 Oakhill Road,Liverpool,Liverpool,L13 5UF,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.90703970000000,53.41230330000000,2019-06-27,10,5,10,
498122,PI/000239977,Chop Chop,Takeaway/sandwich shop,7844,52 Fenwick Street,Liverpool,Liverpool,L2 7NB,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99143320000000,53.40552080000000,2018-05-01,0,10,10,
1243910,71841,Chopd,Restaurant/Cafe/Canteen,1,"Chopd, The Plaza, 100 Old Hall Street",Liverpool,Liverpool,L3 9QJ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99473404884338,53.41093063354490,2019-01-10,5,0,0,
876524,PI/000267714,Chopsticks,Takeaway/sandwich shop,7844,19 Lisburn Lane,Liverpool,Liverpool,L13 9AE,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.92960180000000,53.42656620000000,2019-02-19,0,5,0,
1244352,77920,Chopstix,Restaurant/Cafe/Canteen,1,52 Lord Street,Liverpool,Liverpool,L2 1TD,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98733150000000,53.40507840000000,,,,,City Centre
616773,PI/000259309,Chopstix Noodle Bar,Restaurant/Cafe/Canteen,1,"Unit E, St Georges Way St Johns Precinct",Liverpool,Liverpool,L1 1LY,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98165392875671,53.40673446655270,2020-01-24,5,5,5,
496212,PI/000028749,Chows Fish And Chips,Takeaway/sandwich shop,7844,75 City Road,Liverpool,Liverpool,L4 5UW,2,fhrs_2_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96586000000000,53.44199080000000,2018-02-13,10,15,10,
498453,PI/000245503,Chris's Chip Shop,Takeaway/sandwich shop,7844,21 - 23 Rose Lane,Liverpool,Liverpool,L18 8AD,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91478000000000,53.37968680000000,2019-07-10,5,5,5,
499016,PI/000252709,Chrissy's Cakes,Other catering premises,7841,,,,,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,,,2015-11-25,0,0,0,
497195,PI/000139979,Christ The King Parochial Club,Pub/bar/nightclub,7843,Christ The King Parochial Club Score Lane,Liverpool,Liverpool,L16 6AW,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.89741206169128,53.40305328369140,2016-04-27,0,0,0,
1245818,78014,Christakis,Restaurant/Cafe/Canteen,1,136 Duke Street,Liverpool,Liverpool,L1 5BB,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97820920000000,53.40019160000000,,,,,City Centre
908775,PI/000004909,Christines Cakes,Other catering premises,7841,"Unit 2, L E C Complex Alfred Street",Liverpool,Liverpool,L15 2JJ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.93792200088501,53.40183639526370,2016-05-10,0,0,0,
908805,PI/000269397,Christine's Cakes,Mobile caterer,7846,2 Alfred Street,Liverpool,Liverpool,L15 2JJ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.93768130000000,53.40252080000000,2016-06-30,0,0,0,
1244312,77692,Chuckys,Takeaway/sandwich shop,7844,"Co Operative Food Supermarket, 17 St Marys Road",Liverpool,Liverpool,L19 2NJ,1,fhrs_1_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.89895009994507,53.35397338867190,2020-01-16,20,5,20,
1244422,PI/000272174,Chung Ku,Restaurant/Cafe/Canteen,1,2 Columbus Quay,Liverpool,Liverpool,L3 4DB,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97336411476135,53.37836074829100,2020-03-11,10,10,10,
496403,PI/000051463,Chung Ku,Takeaway/sandwich shop,7844,367 Eaton Road,Liverpool,Liverpool,L12 2AH,2,fhrs_2_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.89705220000000,53.42170010000000,2019-11-28,10,15,10,West Derby
496278,PI/000034825,Chung Ku,Takeaway/sandwich shop,7844,9 Childwall Priory Road,Liverpool,Liverpool,L16 7PA,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.89593230000000,53.39705200000000,2018-03-27,10,10,10,
799666,PI/000265745,Chung Wah Supermarket,Retailers - supermarkets/hypermarkets,7840,Chung Wah Supermarket Hardy Street,Liverpool,Liverpool,L1 5JN,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97902703285217,53.39714813232420,2020-03-05,0,5,10,City Centre
542992,PI/000256555,Chung Wang,Distributors/Transporters,7,25 Townsend Street,Liverpool,Liverpool,L5 9XY,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99461740000000,53.42638270000000,2016-01-22,0,5,0,
1244127,76121,Chung Yee,Takeaway/sandwich shop,7844,6 Long Lane,Liverpool,Liverpool,L19 6PF,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.89307350000000,53.35820570000000,,,,,Garston
1264127,78311,chunkies,Takeaway/sandwich shop,7844,86 Prescot Road,Liverpool,Liverpool,L7 0JA,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.93895200000000,53.41309980000000,,,,,Fairfield
805537,PI/000266316,Church View,Hospitals/Childcare/Caring Premises,5,Church View Nursing Home Green Lane,Liverpool,Liverpool,L13 7EB,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.92652511596680,53.42142105102540,2019-06-26,0,5,5,Tuebrook
752289,PI/000227983,Churrasco,Restaurant/Cafe/Canteen,1,2 Livingston Drive,Liverpool,Liverpool,L17 8XW,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94772360000000,53.37888190000000,2019-04-05,0,0,0,
1243654,71437,Churrasco Grill Restaurant,Restaurant/Cafe/Canteen,1,"Unit 1, 7 West Derby Village",Liverpool,Liverpool,L12 5HJ,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.90978850000000,53.43254330000000,2019-09-16,5,10,10,
498423,PI/000245010,Chy,Pub/bar/nightclub,7843,43 - 45 Lark Lane,Liverpool,Liverpool,L17 8UW,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94648280000000,53.38094110000000,2018-03-08,5,5,10,
730721,PI/000263874,Chy,Restaurant/Cafe/Canteen,1,5 - 9 Renshaw Street,Liverpool,Liverpool,L1 2SA,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97757700000000,53.40476310000000,2018-11-07,5,5,0,
521613,PI/000191187,Ci Edwardian Association,Pub/bar/nightclub,7843,Bishops Court North Drive,Liverpool,Liverpool,L12 1LD,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.90922850000000,53.42626300000000,2020-03-23,0,0,0,Sandfield Park
1244431,PI/000273264,Cineworld Cinemas,Retailers - other,4613,Unit L13 New Mersey Retail Park,Liverpool,Liverpool,L24 8QB,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.88063260000000,53.34948000000000,2019-11-21,0,0,0,
498160,PI/000240760,Cinnamon Cafe Bar and Lounge,Restaurant/Cafe/Canteen,1,"Cafe, The Capital Building, 39 Old Hall Street",Liverpool,Liverpool,L3 9PP,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99472188949585,53.40915298461910,2019-04-10,0,5,5,
845504,PI/000267589,Cinnamon Grill,Takeaway/sandwich shop,7844,252 Picton Road,Liverpool,Liverpool,L15 4LP,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.92371230000000,53.39924970000000,2020-03-05,5,5,10,
1125298,PI/000269875,CIRCO,Restaurant/Cafe/Canteen,1,13 - 21 Seel Street,Liverpool,Liverpool,L1 4AU,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98143750000000,53.40301780000000,,,,,
1247081,78048,Cirq D Play 2 Ltd,Restaurant/Cafe/Canteen,1,120 Great Homer Street,Liverpool,Liverpool,L5 3LQ,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97795340000000,53.42322590000000,,,,,
726395,PI/000263456,City Buffet,Restaurant/Cafe/Canteen,1,89 - 91 Hanover Street,Liverpool,Liverpool,L1 3DY,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98217090000000,53.40437480000000,2018-11-12,10,5,5,
497476,PI/000164733,City End News,Retailers - other,4613,1 Woodend Avenue,Liverpool,Liverpool,L25 0NY,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.85528440000000,53.35895870000000,2017-10-18,0,0,0,Hunts Cross
496570,PI/000074339,City Fish & Chips,Takeaway/sandwich shop,7844,8 Hardman Street,Liverpool,Liverpool,L1 9AX,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97266300000000,53.40167510000000,2019-07-02,5,10,5,
817744,PI/000263216,City Kebab,Takeaway/sandwich shop,7844,33 London Road,Liverpool,Liverpool,L3 8HR,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97681290000000,53.40949740000000,2018-03-22,10,10,10,
521658,PI/000234366,City News,Retailers - other,4613,33 Water Street,Liverpool,Liverpool,L2 0RD,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99315330000000,53.40623680000000,2017-10-25,0,0,0,Liverpool Two
716079,PI/000263448,City News Extra,Retailers - other,4613,43 Leece Street,Liverpool,Liverpool,L1 2TR,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97376030000000,53.40212020000000,2018-06-19,0,0,0,
910463,PI/000268973,City of Liverpool College,School/college/university,7845,9 Myrtle Street,Liverpool,Liverpool,L7 7JA,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96762960000000,53.40124850000000,2019-07-04,0,0,0,
535005,PI/000256103,City Stores,Retailers - other,4613,52 City Road,Liverpool,Liverpool,L4 5TE,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96602290000000,53.44120750000000,2017-10-18,5,0,0,
1244416,PI/000271458,City Vaults,Restaurant/Cafe/Canteen,1,14 Cook Street,Liverpool,Liverpool,L2 9QU,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98922340000000,53.40623120000000,,,,,
1038846,PI/000272541,City Wine Bar,Restaurant/Cafe/Canteen,1,"Ground Floor, City Buildings, 21 Old Hall Street",Liverpool,Liverpool,L3 9BS,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99376510000000,53.40876430000000,2019-01-16,5,10,5,
817792,PI/000266765,Claremont,Pub/bar/nightclub,7843,70 Lower Breck Road,Liverpool,Liverpool,L6 4BZ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94309350000000,53.42485150000000,2020-01-30,0,0,0,
498670,PI/000247227,Clarendon Nursery,Hospitals/Childcare/Caring Premises,5,128 Whitehedge Road,Liverpool,Liverpool,L19 1RX,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.90098190307617,53.35700607299800,2019-08-08,0,10,5,
496035,PI/000005727,Clarkes Butchers,Retailers - other,4613,136 Allerton Road,Liverpool,Liverpool,L18 2DG,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.90934670000000,53.38644290000000,2018-03-28,5,5,5,Mossley Hill
497323,PI/000152517,Clifford Holroyd,School/college/university,7845,Clifford Holroyde School Thingwall Lane,Liverpool,Liverpool,L14 7NX,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.89020299911499,53.41363525390630,2019-03-11,0,5,0,
509408,PI/000038878,Clifton Arms Public House,Pub/bar/nightclub,7843,63 Clifton Road East,Liverpool,Liverpool,L6 4ED,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.93780880000000,53.42610660000000,2020-01-24,0,0,0,
1087773,PI/000267321,Climbing Hangar,Restaurant/Cafe/Canteen,1,6 Birchall Street,Liverpool,Liverpool,L20 8PD,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.99120090000000,53.43176980000000,2018-11-06,5,5,0,
1243556,6256,Clockview Hospital,Restaurant/Cafe/Canteen,1,"Clock View Hospital, 2A Oakhouse Park",Liverpool,Liverpool,L9 1EP,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96901798248291,53.45108032226560,2019-09-11,0,0,0,
1048019,PI/000269666,Clockworks,Restaurant/Cafe/Canteen,1,"Wolstenholme Projects, 11 Wolstenholme Square",Liverpool,Liverpool,L1 4JJ,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.98202890000000,53.40212880000000,2018-10-29,,,,
948004,PI/000269939,Club 3000,Pub/bar/nightclub,7843,36 Carisbrooke Road,Liverpool,Liverpool,L4 3QU,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.97234140000000,53.43969100000000,2019-11-12,0,0,5,
683802,PI/000260960,Coast,Restaurant/Cafe/Canteen,1,5 - 7 Allerton Road,Liverpool,Liverpool,L25 7RA,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.86682460000000,53.37477360000000,2019-03-26,0,5,0,Woolton
495988,PI/000003101,Cobo,Restaurant/Cafe/Canteen,1,394 Aigburth Road,Liverpool,Liverpool,L19 3QD,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.92431430000000,53.36665140000000,2017-11-01,10,10,10,Cressington
498787,PI/000248024,Cock & Bottle,Pub/bar/nightclub,7843,93 High Street,Liverpool,Liverpool,L15 8HF,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91726190000000,53.39863420000000,2019-05-13,0,0,0,Wavertree
616785,PI/000260274,Coco Baroque,Other catering premises,7841,11 Heathfield Road,Liverpool,Liverpool,L15 9EU,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91354780000000,53.39024010000000,2016-10-10,0,5,0,
1244218,77193,Coco Palms,Other catering premises,7841,"43, Buckingham House Croxteth Drive",Liverpool,Liverpool,L17 3AJ,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.93811893463135,53.38824462890630,,,,,
1020757,PI/000247328,Cocomo,Restaurant/Cafe/Canteen,1,21 Dovedale Road,Liverpool,Liverpool,L18 5EP,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.91483300000000,53.38426180000000,2019-07-15,0,5,5,
1247077,78044,Cocozza Pizzeria Ltd,Restaurant/Cafe/Canteen,1,12 Wavertree Road,Liverpool,Liverpool,L7 1PQ,AwaitingInspection,fhrs_awaitinginspection_en-GB,true,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.95553510000000,53.40560260000000,,,,,
650734,PI/000261457,Coffee Break,Restaurant/Cafe/Canteen,1,"Mall Cafe, Belle Vale Shopping Centre Childwall Valley Road",Liverpool,Liverpool,L25 2RQ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.85868906974792,53.39077377319340,2019-04-25,0,5,5,Belle Vale
1243839,71758,Coffee Pod,Restaurant/Cafe/Canteen,1,"Coffe Pod, Natwest Stephenson Way",Liverpool,Liverpool,L13 1HE,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.92568802833557,53.40432357788090,2018-10-30,10,5,5,
497212,PI/000142634,Colin Sykes Foodstores,Retailers - other,4613,83 South Parade,Liverpool,Liverpool,L24 2SF,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.83879270000000,53.34092700000000,2019-03-27,10,5,5,
521512,PI/000080963,Colin Sykes Ltd,Retailers - supermarkets/hypermarkets,7840,"Colin Sykes Ltd, 279 Hunts Cross Avenue",Liverpool,Liverpool,L25 9ND,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.85690093040466,53.37060546875000,2016-04-04,0,5,0,
1244221,77202,Colloquia Room,Restaurant/Cafe/Canteen,1,14 - 30 Oxford Street,Liverpool,Liverpool,L69 7WX,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96740460000000,53.40326380000000,2017-08-17,5,0,5,
894307,PI/000268912,Combo Fish & Chips,Takeaway/sandwich shop,7844,517 West Derby Road,Liverpool,Liverpool,L13 8AA,3,fhrs_3_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.93487920000000,53.42427790000000,2019-02-28,5,10,10,Tuebrook
1243781,71695,Community Family Services,Hospitals/Childcare/Caring Premises,5,The Breckfield Centre Breckfield Road North,Liverpool,Liverpool,L5 4QT,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.96589960000000,53.42568800000000,2018-06-19,0,5,5,
1243599,71216,Company Matters 4 U,Restaurant/Cafe/Canteen,1,"Salvation Army, 95 Cavendish Drive",Liverpool,Liverpool,L9 1NB,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.95773770000000,53.45170100000000,2019-06-17,5,5,10,
665075,PI/000261958,Compass,School/college/university,7845,"Compass Catering, Childwall Valley Primary School Craighurst Road",Liverpool,Liverpool,L25 1NW,2,fhrs_2_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.87120199203491,53.39673233032230,2017-09-22,15,10,10,
498857,PI/000248415,Compass Contract Catering Services,School/college/university,7845,Springwood Heath Primary School Danefield Road,Liverpool,Liverpool,L19 4TL,4,fhrs_4_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.88898611068726,53.36394500732420,2018-10-19,10,0,10,
845677,PI/000267564,Compass Contract Services,School/college/university,7845,Heygreen Community Primary School Taunton Street,Liverpool,Liverpool,L15 4ND,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.92799305915833,53.40174484252930,2019-03-14,0,0,0,
1243829,71748,Compass Group,School/college/university,7845,"Catering Service, Broad Square Primary School Broad Square",Liverpool,Liverpool,L11 1BS,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.92360997200012,53.43829727172850,2019-09-09,5,5,0,
1243894,71824,Compass Group Cafe,Restaurant/Cafe/Canteen,1,"Compass Group Cafe, 1 Wavertree Retail Park",Liverpool,Liverpool,L7 5LZ,5,fhrs_5_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,FHRS,False,-2.94679903984070,53.40333175659180,2018-09-21,5,5,5,
